,Name,Mathches_played,Goals,Assist,Yellow_cards,Yellow_to_red,Red_cards,Minutes_played
1793,Ciro Immobile,34,23,3,11,1,0,2.679'
1794,Alberto Moreno,44,3,2,10,0,1,3.589'
1795,Radja Nainggolan,38,4,3,14,0,0,3.282'
1796,Alessio Cerci,38,13,11,4,0,0,3.042'
1797,Alessio Cerci,38,13,11,4,0,0,3.042'
1798,Daley Blind,45,1,1,8,0,0,3.905'
1799,Fernando Reges,45,1,2,12,1,1,3.948'
1800,Éverton Ribeiro,41,7,15,5,0,0,3.428'
1801,Javi García,43,0,0,9,0,0,2.630'
1802,Mattia Destro,24,15,2,5,0,0,1.515'
1803,Jan Oblak,28,0,2,0,0,8,2.492'
1804,Ricardo Goulart,35,19,8,4,0,0,2.914'
1805,Leandro Damião,26,6,1,1,0,0,1.451'
1806,Bernardo Silva,41,7,7,4,1,0,3.024'
1807,Enner Valencia,23,18,2,7,0,0,1.944'
1808,Mathieu Debuchy,32,1,4,9,0,1,2.795'
1809,Konstantinos Manolas,37,5,0,5,0,0,3.224'
1810,Gabriel Paulista,21,0,0,4,1,0,1.789'
1811,Shinji Kagawa,30,0,4,1,0,0,1.992'
1812,Daniel Agger,23,2,1,0,0,0,1.709'
1813,Yann M'Vila,33,0,4,8,0,0,2.737'
1814,Shane Long,32,7,3,2,0,0,2.420'
1815,Hakan Calhanoglu,38,11,5,2,1,0,2.887'
1816,Ricardo Álvarez,31,4,8,3,1,0,2.230'
1817,Dusan Tadic,34,16,14,3,0,0,3.038'
1818,Mathieu Valbuena,41,3,7,2,0,0,2.991'
1819,Chicharito,35,9,4,2,0,0,1.418'
1820,Jérémy Ménez,26,2,3,3,0,0,1.032'
1821,Alex Song,31,0,1,3,0,0,1.720'
1822,Ryan Bertrand,19,0,0,3,0,0,1.635'
1823,Loïc Rémy,27,14,3,2,0,1,2.108'
1824,Aymen Abdennour,23,0,0,7,0,0,2.044'
1825,Lucas Silva,35,1,2,6,0,0,2.730'
1826,Roman Eremenko,39,8,7,7,0,0,2.728'
1827,Rasmus Elm,29,0,3,2,0,0,1.952'
1828,Salvatore Bocchetti,13,0,0,3,0,0,1.077'
1829,Mohamed Salah,40,12,8,4,0,0,2.621'
1830,Ben Davies,41,2,1,4,0,0,3.448'
1831,Brown Ideye,29,10,6,0,0,1,1.424'
1832,Divock Origi,35,6,1,1,0,0,1.584'
1833,Jack Rodwell,10,0,0,0,0,0,336'
1834,Fraser Forster,51,0,1,0,0,40,4.590'
1835,Manolo Gabbiadini,35,10,4,6,0,0,2.818'
1836,Vincent Aboubakar,36,16,8,2,0,0,2.952'
1837,Nicolás Otamendi,32,1,3,5,0,0,2.880'
1838,Emre Can,39,4,5,13,1,0,2.958'
1839,Claudio Bravo,44,0,3,0,0,61,3.960'
1840,Abel Hernández,30,14,2,6,0,0,2.079'
1841,Kevin Kampl,51,14,27,6,0,0,4.032'
1842,Matthias Ginter,42,3,0,1,0,0,3.788'
1843,Nuri Sahin,48,2,3,4,0,0,4.091'
1844,Valon Behrami,33,0,0,6,0,0,2.210'
1845,Michu,24,6,6,3,0,0,1.852'
1846,Manuel Fernandes,21,2,8,3,0,0,1.605'
1847,Bacary Sagna,48,1,7,6,0,0,4.290'
1848,Rodrigo,42,18,8,4,0,0,2.666'
1849,Gerard Deulofeu,29,4,5,1,0,0,1.109'
1850,Nani,13,1,0,0,0,0,740'
1851,Fernando Torres,41,11,6,5,1,0,2.232'
1852,Aaron Lennon,33,1,5,1,0,0,2.642'
1853,Ross McCormack,50,29,10,1,0,0,4.429'
1854,Quincy Promes,31,11,8,2,0,0,2.730'
1855,Alan,46,37,20,7,1,1,3.547'
1856,Adrián López,39,3,5,2,0,0,1.745'
1857,Graziano Pellè,33,26,6,5,0,1,2.984'
1858,Adrián Ramos,34,16,6,3,0,0,2.740'
1859,Gary Medel,35,0,1,6,0,0,2.918'
1860,Sandro,27,1,0,9,0,0,1.629'
1861,Demba Ba,29,8,3,1,0,0,895'
1862,Ishak Belfodil,27,1,1,1,0,1,1.129'
1863,Mame Diouf,20,8,4,3,1,0,1.557'
1864,Daniel Osvaldo,31,6,1,4,0,0,1.542'
1865,Tom Cleverley,31,1,1,5,0,0,2.197'
1866,Daniel Osvaldo,31,6,1,4,0,0,1.542'
1867,Steven Caulker,39,5,0,1,0,0,3.510'
1868,Stefano Sturaro,16,1,2,7,0,0,1.114'
1869,Raúl Jiménez,37,18,1,3,0,0,3.143'
1870,Ángel Correa,44,8,14,14,0,0,3.362'
1871,Leonardo Ulloa,38,16,5,7,0,1,3.038'
1872,Gylfi Sigurdsson,35,6,3,2,0,0,2.073'
1873,Guilherme Siqueira,33,1,1,8,2,0,2.751'
1874,Juan Bernat,49,2,4,3,0,0,3.807'
1875,Rémy Cabella,41,14,8,4,0,0,3.535'
1876,Keylor Navas,39,0,3,0,1,40,3.430'
1877,Federico Fernández,36,0,1,8,1,0,3.110'
1878,Leroy Fer,32,4,3,5,1,0,2.655'
1879,Andreas Samaris,38,4,5,6,0,0,3.005'
1880,Federico Fazio,41,3,2,12,0,0,3.598'
1881,Siem de Jong,28,9,2,2,0,0,1.964'
1882,Maxime Lestienne,42,11,18,6,1,0,3.461'
1883,Josip Drmic,34,17,3,2,0,0,2.692'
1884,Josuha Guilavogui,20,0,1,1,0,0,1.304'
1885,Jonathan de Guzmán,48,7,5,2,0,0,3.310'
1886,Giacomo Bonaventura,31,5,4,2,0,0,2.520'
1887,Dame N'Doye,27,13,2,4,0,0,1.850'
1888,Sidney Sam,31,13,9,4,0,0,2.025'
1889,Davide Astori,35,0,2,6,0,0,3.135'
1890,Thorgan Hazard,53,17,19,11,0,0,4.595'
1891,Roberto Pereyra,43,2,7,8,1,0,3.384'
1892,Fredy Montero,33,16,2,8,0,0,2.351'
1893,Nemanja Vidic‎,34,2,0,7,1,1,2.893'
1894,David Villa,47,15,5,4,0,0,3.078'
1895,David Villa,47,15,5,4,0,0,3.078'
1896,Bafétimbi Gomis,49,22,4,3,0,0,3.489'
1897,Diego,37,7,4,11,0,0,2.294'
1898,Maxime Lestienne,42,11,18,6,1,0,3.461'
1899,Toby Alderweireld,27,2,0,1,0,0,2.115'
1900,Christian Noboa,29,6,6,4,0,0,2.426'
1901,Luis Muriel,31,8,3,5,0,0,1.904'
1902,Carlos Muñoz,21,13,2,6,0,1,1.877'
1903,Wallace,3,0,0,1,0,0,270'
1904,Blerim Dzemaili,29,6,4,5,0,0,1.882'
1905,Yann Sommer,53,0,2,0,0,51,4.801'
1906,Xabi Alonso,42,0,3,9,0,0,3.153'
1907,Darwin Quintero,50,20,20,7,0,0,3.955'
1908,Andrej Kramaric,41,30,4,5,0,0,2.776'
1909,Pierre-Michel Lasogga,24,15,1,1,0,0,1.839'
1910,Alfred Finnbogason,35,31,12,2,0,0,3.135'
1911,Mirko Vucinic,18,2,1,3,0,1,685'
1912,Óscar Cardozo,32,11,2,0,0,0,1.846'
1913,Olcan Adin,48,15,9,6,0,0,4.311'
1914,Cristian Tello,30,5,5,0,0,0,830'
1915,Pepe Reina,43,0,1,0,0,46,3.723'
1916,José Sosa,44,5,10,5,0,0,2.467'
1917,Mauricio Isla,27,0,2,1,0,0,1.582'
1918,Cristian Ansaldi,19,1,2,5,0,0,1.476'
1919,Kyriakos Papadopoulos,6,0,0,1,0,1,203'
1920,Marco van Ginkel,8,0,1,1,0,0,361'
1921,Micah Richards,10,0,2,0,0,0,742'
1922,Sebastian Rode,28,1,4,6,0,0,2.268'
1923,Samuel Eto'o,41,14,7,2,0,0,2.717'
1924,Stéphane Mbia,30,5,4,9,1,1,2.387'
1925,Francesco Bardi,35,0,4,0,0,69,3.150'
1926,Bibras Natcho,50,8,15,6,1,0,4.019'
1927,Hatem Ben Arfa,30,3,7,2,0,0,1.450'
1928,James McArthur,54,4,4,9,0,0,4.376'
1929,Paulinho,36,15,4,8,0,0,3.234'
1930,Luciano Vietto,36,5,1,4,0,0,2.449'
1931,Víctor Ibarbo,32,4,3,5,0,1,2.182'
1932,Gabriel Paletta,23,0,0,5,1,0,1.716'
1933,Goran Pandev,41,8,8,4,0,0,1.900'
1934,Joaquín Correa,32,3,2,1,0,0,2.020'
1935,Marlos,21,3,7,1,0,0,1.293'
1936,Willy Caballero,39,0,3,0,0,49,3.510'
1937,Tiemoué Bakayoko,28,1,0,4,0,0,2.000'
1938,Imoh Ezekiel,48,15,12,9,0,0,3.363'
1939,Shkodran Mustafi,35,1,1,8,0,1,2.934'
1940,Charles Aránguiz,38,13,6,8,0,1,3.331'
1941,Odion Ighalo,18,4,0,2,1,0,556'
1942,Giuliano,46,8,7,4,0,0,3.283'
1943,Michy Batshuayi,49,23,8,8,0,0,3.764'
1944,Massimo Bruno,42,16,9,4,0,0,3.000'
1945,Pablo Hernández,35,2,9,3,0,0,1.903'
1946,Dória,18,0,1,4,0,0,1.620'
1947,Papu Gómez,24,4,6,4,0,0,1.812'
1948,Adil Rami,26,3,2,6,0,1,2.124'
1949,Wilfried Zaha,20,1,1,1,0,0,1.053'
1950,Rômulo,33,6,8,5,0,0,2.633'
1951,Andrea Consigli,36,0,3,0,0,48,3.240'
1952,Sebastian Jung,40,1,11,5,0,0,3.592'
1953,Éver Banega,42,2,5,13,0,0,2.989'
1954,Tom Ince,33,8,7,1,0,0,2.595'
1955,Salomon Kalou,40,18,5,1,0,0,3.285'
1956,Rômulo,33,6,8,5,0,0,2.633'
1957,Saphir Taider,26,2,2,3,0,0,1.140'
1958,Óliver Torres,22,1,2,3,0,0,971'
1959,Massimo Bruno,42,16,9,4,0,0,3.000'
1960,Saphir Taider,26,2,2,3,0,0,1.140'
1961,Diego López,37,0,0,0,0,37,3.315'
1962,Victor Moses,22,2,0,1,0,0,853'
1963,Wilfried Zaha,20,1,1,1,0,0,1.053'
1964,Tom Ince,33,8,7,1,0,0,2.595'
1965,Pablo Hernández,35,2,9,3,0,0,1.903'
1966,Sebastian Giovinco,30,3,6,2,0,0,1.011'
1967,Davide Santon,28,0,0,1,0,0,2.312'
1968,Tom Ince,33,8,7,1,0,0,2.595'
1969,Kalidou Koulibaly,46,2,1,9,0,0,4.017'
1970,Bruno Martins Indi,32,3,1,3,0,0,2.852'
1971,Jordon Mutch,37,7,8,5,0,0,2.440'
1972,Cheikhou Kouyaté,47,1,3,3,1,1,4.081'
1973,Robert Snodgrass,34,7,5,6,0,0,2.906'
1974,Manuel Lanzini,35,4,7,5,0,0,2.919'
1975,Romarinho,17,3,1,2,0,0,915'
1976,Sime Vrsaljko,23,0,2,2,0,0,1.918'
1977,Romain Alessandrini,34,7,6,3,0,0,2.409'
1978,Daniele Rugani,42,2,2,3,0,0,3.758'
1979,Allan,41,0,3,6,1,0,3.364'
1980,Lewis Holtby,37,6,9,4,0,0,2.118'
1981,Patrice Evra,45,3,7,7,0,0,3.889'
1982,Marko Devic,32,21,4,4,0,0,2.673'
1983,Artem Dzyuba,31,19,4,2,0,0,2.774'
1984,Ricky van Wolfswinkel,27,1,2,1,0,0,1.528'
1985,Silvestre Varela,48,11,7,7,0,0,3.483'
1986,Tomas Hubocan,24,0,0,4,0,0,2.160'
1987,Gastón Ramírez,22,3,4,2,0,0,828'
1988,Silvestre Varela,48,11,7,7,0,0,3.483'
1989,Luca Antonelli,31,3,3,4,0,0,2.668'
1990,Daniele Rugani,42,2,2,3,0,0,3.758'
1991,Dória,18,0,1,4,0,0,1.620'
1992,Mapou Yanga-Mbiwa,26,0,0,5,0,1,1.797'
1993,Oribe Peralta,43,23,7,10,0,1,3.788'
1994,Jake Livermore,41,3,6,6,0,0,3.444'
1995,Stefan de Vrij,35,4,1,2,2,0,3.116'
1996,Omer Damari,40,31,7,4,0,0,3.493'
1997,Tin Jedvaj,9,1,0,3,0,0,639'
1998,Daley Sinkgraven,25,3,6,1,0,0,1.253'
1999,Ádám Szalai,40,9,4,4,0,0,2.226'
2000,Gareth Bale,44,26,15,10,0,0,3.891'
2001,Neymar,1,0,0,0,0,0,90'
2002,Edinson Cavani,43,38,4,10,0,0,3.653'
2003,Falcao,41,34,3,8,0,0,3.527'
2004,Mesut Özil,52,10,24,8,0,0,3.549'
2005,James Rodríguez,38,12,12,5,0,0,2.781'
2006,Mario Götze,44,16,20,5,0,0,3.230'
2007,Juan Mata,64,19,35,4,0,0,4.910'
2008,Fernandinho,36,6,10,10,1,0,3.027'
2009,Gonzalo Higuaín,44,18,9,4,1,0,2.498'
2010,Willian,35,8,15,3,0,0,2.660'
2011,Marouane Fellaini,36,12,8,12,0,0,3.213'
2012,Asier Illarramendi,34,0,1,11,0,0,2.834'
2013,Marquinhos,30,0,0,0,0,1,2.448'
2014,Isco,49,12,7,6,0,0,4.132'
2015,Roberto Soldado,46,30,5,15,0,0,3.680'
2016,Erik Lamela,36,15,6,7,0,0,2.857'
2017,João Moutinho,43,5,15,4,0,0,3.514'
2018,Stevan Jovetic,34,13,5,4,0,0,2.750'
2019,Mario Gómez,32,19,4,2,0,0,1.213'
2020,Henrikh Mkhitaryan,42,29,12,6,0,0,3.653'
2021,Nemanja Matic,46,5,1,16,0,1,3.988'
2022,Carlos Tevez,47,17,15,4,0,0,3.368'
2023,Thiago,36,3,9,4,0,0,1.901'
2024,Álvaro Negredo,42,31,4,3,0,0,3.523'
2025,Bernard,14,5,3,4,1,0,1.107'
2026,Yohan Cabaye,35,6,2,11,0,0,2.689'
2027,André Schürrle,43,14,10,1,0,0,3.455'
2028,Romelu Lukaku,38,17,7,3,0,0,2.249'
2029,Kevin De Bruyne,34,10,10,4,0,0,3.086'
2030,Hernanes,53,14,8,7,0,1,4.032'
2031,Leandro Damião,26,5,5,2,0,0,2.038'
2032,Samuel Eto'o,44,21,10,6,0,0,3.884'
2033,Jesús Navas,44,1,10,6,0,0,3.924'
2034,Juan Cuadrado,40,5,7,12,0,1,3.239'
2035,Geoffrey Kondogbia,37,1,3,4,0,1,2.362'
2036,Fernando Llorente,36,5,3,2,0,0,1.327'
2037,Keisuke Honda,28,9,7,0,0,0,2.230'
2038,Paulinho,11,3,1,3,0,0,980'
2039,Aleksandr Kokorin,26,13,5,4,0,1,2.287'
2040,Aleksandr Kokorin,26,13,5,4,0,1,2.287'
2041,Mamadou Sakho,34,2,0,3,0,1,2.686'
2042,Salomón Rondón,37,12,2,4,0,0,2.804'
2043,Luiz Gustavo,36,4,1,9,0,0,2.039'
2044,Christian Eriksen,46,13,22,1,0,0,3.944'
2045,Andy Carroll,26,7,4,6,0,0,1.954'
2046,Kevin Strootman,42,8,11,10,0,0,3.695'
2047,Daniel Osvaldo,31,17,2,5,1,1,2.385'
2048,Radja Nainggolan,35,2,2,14,0,0,3.064'
2049,Mohamed Salah,50,10,11,2,0,0,2.843'
2050,Wilfried Bony,36,37,10,4,0,0,3.063'
2051,Igor Denisov,34,0,4,5,0,0,3.007'
2052,Igor Denisov,34,0,4,5,0,0,3.007'
2053,Lacina Traore,39,17,8,3,1,1,2.505'
2054,James McCarthy,42,3,2,7,0,0,3.645'
2055,Konstantinos Mitroglou,42,20,6,3,0,0,2.240'
2056,Fred,5,1,2,0,0,0,450'
2057,Angelo Ogbonna,24,0,1,2,0,1,2.143'
2058,Lucas Digne,44,3,2,5,0,1,3.686'
2059,Moubarak Boussoufa,44,6,18,8,1,0,3.646'
2060,Pierre-Emerick Aubameyang,45,21,14,2,0,0,3.820'
2061,Kevin-Prince Boateng,37,3,7,6,1,1,2.780'
2062,Dimitri Payet,52,13,23,5,0,0,4.206'
2063,Jérémy Toulalan,30,0,0,6,0,0,2.375'
2064,Victor Moses,44,10,5,0,0,0,2.479'
2065,Gerard Deulofeu,37,18,5,2,1,0,2.451'
2066,Kurt Zouma,23,2,0,2,0,0,2.009'
2067,Victor Wanyama,49,9,4,14,1,1,4.096'
2068,Pizzi,36,8,7,5,1,0,3.160'
2069,Heung-min Son,34,12,2,4,0,0,2.785'
2070,Lassana Diarra,26,1,0,5,0,0,2.167'
2071,Younès Belhanda,37,12,4,6,1,1,2.859'
2072,Éver Banega,40,4,8,8,0,0,2.557'
2073,Medhi Benatia,25,2,1,8,0,0,2.084'
2074,Ciro Immobile,34,5,3,5,0,0,2.064'
2075,Bojan Krkic,27,3,3,1,0,0,1.197'
2076,Mauro Icardi,31,10,4,3,0,0,2.118'
2077,Emmanuel Emenike,23,8,3,5,0,0,1.584'
2078,Gary Medel,39,7,3,9,2,2,3.226'
2079,Bruma,38,7,6,3,0,1,3.086'
2080,Étienne Capoue,38,7,1,8,1,0,3.406'
2081,Dries Mertens,39,18,21,2,0,0,3.220'
2082,Lacina Traore,39,17,8,3,1,1,2.505'
2083,Daniel Osvaldo,31,17,2,5,1,1,2.385'
2084,Nicolás Otamendi,43,1,2,8,0,0,3.824'
2085,Raúl Albiol,26,1,0,8,0,0,1.873'
2086,Vágner Love,22,12,7,4,1,0,1.984'
2087,Adem Ljajic,31,12,5,2,0,0,1.796'
2088,Florian Thauvin,35,10,4,4,0,1,2.522'
2089,Beñat Etxebarria,40,4,7,16,0,0,3.223'
2090,Aurelien Chedjou,46,4,1,5,0,0,4.125'
2091,David Villa,43,16,9,1,0,0,2.261'
2092,Diego,37,13,8,8,0,0,3.330'
2093,Bryan Ruíz,31,5,9,2,0,0,2.544'
2094,Bibras Natcho,41,11,10,5,0,0,3.682'
2095,Ola John,42,4,9,3,0,0,2.433'
2096,Alexandre Pato,46,14,2,4,0,0,2.440'
2097,Christian Benítez,43,30,6,5,0,0,3.737'
2098,Christopher Samba,39,3,2,6,0,0,3.393'
2099,Manolo Gabbiadini,31,7,2,8,0,0,1.792'
2100,Mattia Destro,26,11,3,5,1,0,1.537'
2101,Héctor Herrera,27,2,0,4,0,1,2.068'
2102,Fernando,10,1,0,2,0,0,834'
2103,Dieumerci Mbokani,38,27,7,10,0,1,3.243'
2104,Yuri Zhirkov,39,2,7,9,0,0,3.093'
2105,Alessandro Matri,35,10,2,3,0,0,1.785'
2106,Christopher Samba,39,3,2,6,0,0,3.393'
2107,Papu Gómez,39,9,7,5,0,0,3.278'
2108,Jucilei,47,1,2,3,1,0,4.084'
2109,Felipe Melo,35,1,6,9,1,1,2.746'
2110,Ishak Belfodil,34,8,5,2,1,0,2.050'
2111,Iago Aspas,37,12,7,5,0,1,3.031'
2112,Simon Mignolet,40,0,1,0,0,58,3.600'
2113,Ricky van Wolfswinkel,41,20,2,5,0,0,3.690'
2114,Cristián Zapata,29,0,2,4,1,0,2.391'
2115,Lazar Markovic,31,7,10,4,0,0,2.247'
2116,Dejan Lovren,24,1,1,4,1,2,2.019'
2117,Jozy Altidore,41,31,7,5,1,0,3.473'
2118,Simone Zaza,36,18,4,12,0,1,2.847'
2119,Carlos Bacca,44,28,13,8,0,0,3.629'
2120,Juan Fernando Quintero,17,1,2,3,0,0,1.024'
2121,Aleksandar Dragovic,55,4,1,13,1,0,4.872'
2122,Stefan Simic,26,1,0,4,0,0,2.162'
2123,Josuha Guilavogui,45,5,2,4,1,0,3.254'
2124,Sokratis Papastathopoulos,30,1,0,6,1,0,2.673'
2125,José Callejón,41,7,5,2,0,0,2.007'
2126,Jorginho,44,2,2,3,1,0,3.878'
2127,Antonio Candreva,49,7,13,6,0,1,3.696'
2128,Clint Dempsey,55,13,8,5,0,0,3.810'
2129,Cristian Ansaldi,35,0,4,9,2,0,2.978'
2130,Gervinho,26,7,5,3,0,0,1.565'
2131,Kévin Gameiro,32,9,3,1,0,0,1.168'
2132,Toby Alderweireld,45,4,2,4,0,0,3.964'
2133,Daniel Carvajal,36,1,8,10,0,0,3.154'
2134,Ishak Belfodil,34,8,5,2,1,0,2.050'
2135,Loïc Rémy,37,9,1,3,0,0,2.226'
2136,Fabio Borini,20,2,1,1,0,0,955'
2137,Pepe Reina,39,0,1,0,0,43,3.510'
2138,Kaká,27,5,5,2,1,0,1.323'
2139,Benoît Assou-Ekotto,22,1,0,3,0,0,1.688'
2140,Clint Dempsey,55,13,8,5,0,0,3.810'
2141,Bruma,38,7,6,3,0,1,3.086'
2142,Josuha Guilavogui,45,5,2,4,1,0,3.254'
2143,Yahia Al-Shehri,17,3,0,2,0,0,1.445'
2144,Vlad Chiriches,39,4,2,6,0,0,3.421'
2145,Vitinho,16,4,4,2,0,1,1.153'
2146,Josip Ilicic,32,11,2,7,0,0,2.498'
2147,Benoît Trémoulinas,45,2,10,6,0,0,3.847'
2148,Marco van Ginkel,41,12,12,4,0,0,3.553'
2149,Steven Caulker,30,2,2,0,0,0,2.530'
2150,Jermain Defoe,43,15,6,4,0,0,3.027'
2151,Wellington Nem,10,2,1,1,0,0,767'
2152,Jeremain Lens,40,19,12,9,0,0,3.332'
2153,Nacer Chadli,38,18,11,2,0,0,2.927'
2154,Denis Glushakov,28,1,4,8,0,0,2.231'
2155,Adam Maher,39,10,10,3,0,1,3.403'
2156,Stéphane Sessègnon,39,7,6,1,0,1,3.252'
2157,Pablo Armero,33,1,6,5,0,0,1.976'
2158,Serdar Tasci,39,1,0,4,0,1,3.383'
2159,Darren Bent,23,6,1,1,0,0,1.176'
2160,Wilfried Zaha,50,8,12,10,0,0,4.349'
2161,José Sosa,28,7,14,3,1,0,2.426'
2162,Adel Taarabt,33,5,5,5,0,0,2.335'
2163,Stéphane Mbia,36,0,4,11,0,1,2.960'
2164,Alessandro Matri,35,10,2,3,0,0,1.785'
2165,Lewis Holtby,44,4,13,7,0,0,2.904'
2166,Andreas Cornelius,44,20,6,4,0,0,3.415'
2167,Roberto,33,0,3,0,0,51,2.970'
2168,Abdelaziz Barrada,33,4,7,4,0,1,2.651'
2169,Shane Long,37,11,5,3,0,0,2.350'
2170,Lisandro López,39,14,6,3,0,0,2.874'
2171,Stewart Downing,45,5,8,0,0,0,3.499'
2172,Hugo Viana,43,9,3,6,1,0,3.521'
2173,Lucas Biglia,51,5,9,5,1,0,4.507'
2174,Filip Djuricic,37,10,7,4,0,0,3.172'
2175,Luis Alberto,38,11,18,4,0,0,3.031'
2176,Ádám Szalai,33,15,6,6,0,0,2.757'
2177,Aras Özbiliz,25,9,5,4,0,0,1.590'
2178,Dorlan Pabón,30,9,4,0,0,0,1.851'
2179,Nilmar,26,17,0,1,0,0,2.273'
2180,Alessandro Diamanti,36,8,11,10,0,0,3.155'
2181,Felipe Caicedo,24,6,1,6,0,0,1.227'
2182,Andrea Poli,32,3,0,5,0,0,2.630'
2183,Marko Devic,26,9,1,2,0,0,1.209'
2184,Miroslav Stoch,32,0,1,3,0,0,1.615'
2185,Guilherme Siqueira,36,6,3,7,1,0,3.017'
2186,Adil Rami,36,2,2,5,2,0,3.067'
2187,Douglas,43,4,0,5,0,0,3.849'
2188,Bojan Krkic,27,3,3,1,0,0,1.197'
2189,Sung-yueng Ki,38,0,5,4,0,0,2.682'
2190,Pablo Armero,33,1,6,5,0,0,1.976'
2191,Óliver Torres,31,3,0,1,0,0,1.571'
2192,Tom Ince,47,18,14,5,0,0,4.108'
2193,Nikica Jelavic,43,8,2,4,0,0,2.885'
2194,Duvier Riascos,47,17,2,12,0,0,3.737'
2195,Felipe Anderson,3,0,0,0,0,0,77'
2196,Emanuele Giaccherini,25,3,4,2,0,0,1.272'
2197,Giannelli Imbula,35,2,1,7,0,0,2.769'
2198,Saphir Taider,35,5,2,3,1,0,2.967'
2199,Tiago Ilori,32,1,0,4,0,0,2.784'
2200,Walter Montillo,26,5,8,2,0,0,2.187'
2201,Leroy Fer,39,11,7,8,0,0,3.204'
2202,Raffael,29,3,8,0,0,0,1.398'
2203,Luca Cigarini,30,2,5,9,0,1,2.491'
2204,Vladimir Darida,47,10,8,9,0,0,4.150'
2205,Scott Sinclair,18,2,1,0,0,0,537'
2206,Aiden McGeady,23,5,7,7,0,2,1.706'
2207,Luuk de Jong,31,8,4,4,0,0,2.023'
2208,Oriol Romeu,9,1,0,2,0,0,485'
2209,Michael Essien,35,2,1,7,0,0,2.701'
2210,Fabián Rinaudo,30,1,0,14,0,0,2.612'
2211,Walter Gargano,37,0,2,9,0,0,2.725'
2212,Kurt Zouma,23,2,0,2,0,0,2.009'
2213,Rafinha,37,10,8,8,0,1,3.215'
2214,Duván Zapata,31,13,1,4,1,0,2.407'
2215,Alper Potuk,43,4,7,11,0,0,3.560'
2216,Leo Baptistão,29,7,7,5,0,0,2.268'
2217,Arouna Koné,38,13,7,0,0,0,3.291'
2218,Vladimir Gabulov,45,0,3,0,1,38,4.071'
2219,Facundo Ferreyra,25,17,0,4,0,0,1.802'
2220,Diego Reyes,41,1,0,4,0,1,3.439'
2221,Oleg Shatov,41,5,3,5,0,0,2.593'
2222,Tino Costa,42,3,10,11,0,1,3.246'
2223,Riccardo Saponara,40,13,15,6,0,0,3.430'
2224,Lisandro López,41,7,0,6,1,0,3.624'
2225,Michel Bastos,30,10,3,1,0,0,2.190'
2226,Marko Arnautovic,27,5,9,8,1,0,2.020'
2227,Ciro Immobile,34,5,3,5,0,0,2.064'
2228,Nolito,32,4,2,3,0,0,2.122'
2229,Simon Kjaer,25,2,2,4,0,0,1.863'
2230,Juan Fernando Quintero,17,1,2,3,0,0,1.024'
2231,Leo Baptistão,29,7,7,5,0,0,2.268'
2232,Emiliano Viviano,32,0,1,0,0,34,2.862'
2233,Benoît Trémoulinas,45,2,10,6,0,0,3.847'
2234,Joan Verdú,38,9,3,7,0,0,3.193'
2235,Marko Marin,19,3,2,3,0,0,590'
2236,Francesco Lodi,37,8,7,1,0,1,3.263'
2237,Clément Chantôme,38,1,4,8,0,0,2.197'
2238,Lisandro López,41,7,0,6,1,0,3.624'
2239,Marco Fabián,25,11,3,9,0,0,2.052'
2240,Francesco Lodi,37,8,7,1,0,1,3.263'
2241,Michael Agazzi,35,0,1,1,0,46,3.099'
2242,Michael Bradley,35,1,2,6,0,0,2.682'
2243,Diego Souza,10,2,0,0,0,0,836'
2244,Libor Kozak,31,10,0,3,1,0,1.536'
2245,Giovani dos Santos,32,6,7,6,0,0,2.629'
2246,Bruno Alves,30,2,1,12,0,0,2.364'
2247,Andreas Granqvist,36,1,2,8,0,0,3.024'
2248,Lorenzo Melgarejo,40,2,5,6,1,0,3.558'
2249,Ola Toivonen,24,10,4,2,0,0,1.836'
2250,Robin van Persie,48,37,13,8,0,0,4.096'
2251,Thiago Silva,37,3,0,3,0,0,3.184'
2252,Lucas Moura,30,8,10,5,0,0,2.570'
2253,Javi Martínez,54,4,1,16,2,1,4.615'
2254,Hulk,39,21,14,11,0,0,3.162'
2255,Axel Witsel,49,5,6,6,0,0,3.911'
2256,Luka Modric,41,5,7,2,0,0,3.548'
2257,Zlatan Ibrahimovic,44,35,12,4,0,1,3.777'
2258,Eden Hazard,49,22,22,3,0,0,4.192'
2259,Willian,37,6,17,2,0,0,2.898'
2260,Oscar,11,2,6,3,0,0,982'
2261,Ezequiel Lavezzi,42,11,13,7,0,0,3.160'
2262,Alexandre Pato,18,4,4,1,0,0,869'
2263,Alex Song,46,1,14,13,0,0,4.079'
2264,Emmanuel Adebayor,37,18,12,4,0,0,3.147'
2265,Rafael van der Vaart,39,13,8,3,0,0,2.787'
2266,Mario Balotelli,32,17,2,7,2,0,1.879'
2267,Michael Essien,20,0,1,3,0,0,1.161'
2268,Shinji Kagawa,43,17,14,1,0,0,3.249'
2269,Javi García,39,2,1,14,0,0,3.219'
2270,Santi Cazorla,42,9,8,2,0,0,3.466'
2271,Marco Reus,37,21,14,3,0,0,3.316'
2272,Lukas Podolski,31,18,10,4,0,1,2.708'
2273,Joe Allen,39,4,4,1,1,0,3.018'
2274,Mousa Dembélé,45,2,4,6,0,1,3.457'
2275,Hugo Lloris,53,0,0,0,1,64,4.844'
2276,Wesley Sneijder,28,5,6,5,0,0,1.955'
2277,Lacina Traore,1,0,0,0,0,0,75'
2278,Kwadwo Asamoah,40,3,3,3,0,0,3.385'
